Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1001197;1000;1001,0
2;1678913;1000;1678,0
3;871168;1000;871,0
4;832423;1000;832,0
5;948638;1000;948,0
6;801355;1000;801,0
7;871870;1000;871,0
8;850417;1000;850,0
9;814025;1000;814,0
10;794861;1000;794,0
