Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1045757;9979;104,0
2;1271693;9979;127,0
3;1027664;9979;102,0
4;1447757;9979;145,0
5;1067097;9979;106,0
6;1233571;9979;123,0
7;993308;9979;99,0
8;1196517;9979;119,0
9;1372219;9979;137,0
10;1066235;9979;106,0
