Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;57226;1;57226
2;30952;1;30952
3;35725;1;35725
4;22996;1;22996
5;21943;1;21943
6;23716;1;23716
7;22232;1;22232
8;25449;1;25449
9;24168;1;24168
10;35263;1;35263
