Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;60387;100;603,0
2;35801;100;358,0
3;60952;100;609,0
4;37016;100;370,0
5;36284;100;362,0
6;36276;100;362,0
7;35570;100;355,0
8;42432;100;424,0
9;35536;100;355,0
10;35701;100;357,0
