Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1197002;55;21763,0
2;1278767;55;23250,0
3;1124406;55;20443,0
4;1145032;55;20818,0
5;1186101;55;21565,0
6;1096794;55;19941,0
7;1164859;55;21179,0
8;1215835;55;22106,0
9;1110854;55;20197,0
10;1308026;55;23782,0
