Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;3994478;20;199723,0
2;4047980;20;202399,0
3;3905588;20;195279,0
4;3921141;20;196057,0
5;4001871;20;200093,0
6;3921376;20;196068,0
7;3977157;20;198857,0
8;4488823;20;224441,0
9;3957655;20;197882,0
10;3898459;20;194922,0
