Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;840422850;4224;198963,0
2;858337660;4224;203204,0
3;842843792;4224;199536,0
4;847742131;4224;200696,0
5;845014825;4224;200050,0
6;838210369;4224;198439,0
7;861277252;4224;203900,0
8;842234283;4224;199392,0
9;854987770;4224;202411,0
10;839801203;4224;198816,0
