Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1203620;10000;120,0
2;954678;10000;95,0
3;793759;10000;79,0
4;824836;10000;82,0
5;780833;10000;78,0
6;978114;10000;97,0
7;741023;10000;74,0
8;731897;10000;73,0
9;794310;10000;79,0
10;787907;10000;78,0
