Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;6405194;0;0
2;4676004;0;0
3;3872856;0;0
4;3710055;0;0
5;3560120;0;0
6;4122544;0;0
7;3585162;0;0
8;3611421;0;0
9;3481437;0;0
10;3505512;0;0
