Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;14805608;1917;7723,0
2;14468625;1917;7547,0
3;14632406;1917;7632,0
4;14553121;1917;7591,0
5;14622274;1917;7627,0
6;14723447;1917;7680,0
7;14657767;1917;7646,0
8;14914302;1917;7780,0
9;14809408;1917;7725,0
10;16915709;1917;8824,0
