Problem_Size;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
10000;2,813487769E8;6370;44167,78287284144
100000;6,087840096E8;7712;78939,83526970954
1000000;3,40733331E9;7417;459395,08022111363
