Problem_Size;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event;;;;
10000;3,93E+07;0;0;;;;
100000;3,89E+08;0;0;;;;
1000000;4091705832;0;0;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
