Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1887161;11142;169,0
2;1829477;11142;164,0
3;1850018;11142;166,0
4;1808476;11142;162,0
5;1830555;11142;164,0
6;1837673;11142;164,0
7;1816632;11142;163,0
8;1848854;11142;165,0
9;1816702;11142;163,0
10;1806506;11142;162,0
