Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;872;1;872,0
2;843;1;843,0
3;850;1;850,0
4;872;1;872,0
5;834;1;834,0
6;864;1;864,0
7;848;1;848,0
8;920;1;920,0
9;673;1;673,0
10;982;1;982,0
