Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;12087;100;120,0
2;11993;100;119,0
3;11953;100;119,0
4;11858;100;118,0
5;11697;100;116,0
6;12113;100;121,0
7;12164;100;121,0
8;11872;100;118,0
9;12272;100;122,0
10;12051;100;120,0
