Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;243834211;80;3047927,0
2;243854713;80;3048183,0
3;245612756;80;3070159,0
4;243845286;80;3048066,0
5;243779529;80;3047244,0
6;243820584;80;3047757,0
7;245583186;80;3069789,0
8;243330632;80;3041632,0
9;243673850;80;3045923,0
10;244503398;80;3056292,0
