Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;68035;2;34017,0
2;64942;2;32471,0
3;68085;2;34042,0
4;64921;2;32460,0
5;63106;2;31553,0
6;62880;2;31440,0
7;63426;2;31713,0
8;62824;2;31412,0
9;65931;2;32965,0
10;87073;2;43536,0
