Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;735071;1000;735,0
2;756368;1000;756,0
3;728310;1000;728,0
4;694631;1000;694,0
5;492812;1000;492,0
6;472654;1000;472,0
7;465564;1000;465,0
8;547676;1000;547,0
9;420954;1000;420,0
10;486406;1000;486,0
