Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;722939;8498;85,0
2;685695;8498;80,0
3;578882;8498;68,0
4;743900;8498;87,0
5;559752;8498;65,0
6;575696;8498;67,0
7;611135;8498;71,0
8;522898;8498;61,0
9;532598;8498;62,0
10;636435;8498;74,0
