Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;15221;1;15221
2;1675;1;1675
3;1332;1;1332
4;3901;1;3901
5;2710;1;2710
6;1898;1;1898
7;2038;1;2038
8;2865;1;2865
9;2528;1;2528
10;2334;1;2334
