Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;81562;1;81562,0
2;78914;1;78914,0
3;94079;1;94079,0
4;86191;1;86191,0
5;92806;1;92806,0
6;101150;1;101150,0
7;95448;1;95448,0
8;77706;1;77706,0
9;77399;1;77399,0
10;92837;1;92837,0
