Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;5499888;40;137497,0
2;5512138;40;137803,0
3;5416348;40;135408,0
4;5441548;40;136038,0
5;5567828;40;139195,0
6;5559997;40;138999,0
7;5491744;40;137293,0
8;5581308;40;139532,0
9;5469496;40;136737,0
10;5423660;40;135591,0
